contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,options_type,mid,expiration_date,days_to_expiration,T,spot_price,r,div_yld,rel_spread,forward_price,log_moneyness,tot_variance
SPY260210P00635000,2026-02-03 19:00:32+00:00,635.0,0.28,0.16,0.16,0.21000001,300.00003,257.0,334.0,0.25977302734375,False,REGULAR,USD,put,0.16,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.0,675.0115799899535,-0.06110484737335541,0.001294175836020156
SPY260210P00640000,2026-02-03 20:14:50+00:00,640.0,0.21,0.2,0.21,0.10999999,91.66665,1123.0,340.0,0.24805439453125,False,REGULAR,USD,put,0.20500000000000002,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.04878048780487795,675.0115799899535,-0.05326166991232954,0.0011800462425311103
SPY260210P00645000,2026-02-03 20:04:19+00:00,645.0,0.3,0.28,0.29,0.19000001,172.7273,315.0,148.0,0.23804472900390622,False,REGULAR,USD,put,0.28500000000000003,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.035087719298245446,675.0115799899535,-0.0454795294702745,0.0010867316467008277
SPY260210P00650000,2026-02-03 20:14:24+00:00,650.0,0.38,0.37,0.38,0.24,171.42857,566.0,232.0,0.2254716125488281,False,REGULAR,USD,put,0.375,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.02666666666666669,675.0115799899535,-0.03775748337636421,0.0009749647574180331
SPY260210P00655000,2026-02-03 19:51:38+00:00,655.0,0.78,0.56,0.57,0.57,271.4286,483.0,2839.0,0.21851367431640623,False,REGULAR,USD,put,0.565,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.017699115044247607,675.0115799899535,-0.030094610630795108,0.000915719400117247
SPY260210P00660000,2026-02-03 20:13:56+00:00,660.0,0.87,0.8,0.82,0.61,234.61539,557.0,2707.0,0.20948056152343747,False,REGULAR,USD,put,0.81,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.024691358024691242,675.0115799899535,-0.02249001124557582,0.000841574629022528
SPY260210P00661000,2026-02-03 19:53:15+00:00,661.0,1.14,0.9,0.91,0.82,256.25,456.0,458.0,0.2093584924316406,False,REGULAR,USD,put,0.905,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.011049723756906087,675.0115799899535,-0.020976006414360766,0.0008405941054047813
SPY260210P00662000,2026-02-03 20:08:20+00:00,662.0,1.03,0.98,1.0,0.72999996,243.3333,586.0,65.0,0.2087481469726562,False,REGULAR,USD,put,0.99,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.02020202020202022,675.0115799899535,-0.019464290329038847,0.0008357000604154076
SPY260210P00663000,2026-02-03 20:02:21+00:00,663.0,1.15,1.06,1.07,0.81999993,248.48479,652.0,184.0,0.20673400695800775,False,REGULAR,USD,put,1.065,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.009389671361502356,675.0115799899535,-0.017954856080184555,0.0008196510888503979
SPY260210P00664000,2026-02-03 19:35:02+00:00,664.0,1.42,1.13,1.15,1.0899999,330.30298,426.0,328.0,0.2049640051269531,False,REGULAR,USD,put,1.14,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.017543859649122823,675.0115799899535,-0.016447696789613213,0.0008056759007774565
SPY260210P00665000,2026-02-03 20:05:27+00:00,665.0,1.34,1.23,1.24,0.90000004,204.54546,476.0,513.0,0.20331607238769528,False,REGULAR,USD,put,1.2349999999999999,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.008097165991902843,675.0115799899535,-0.01494280561019293,0.0007927725398304379
SPY260210P00666000,2026-02-03 20:12:46+00:00,666.0,1.37,1.33,1.34,0.96000004,234.14636,595.0,496.0,0.2018512432861328,False,REGULAR,USD,put,1.335,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.007490636704119857,675.0115799899535,-0.013440175725657937,0.0007813903312687753
SPY260210P00667000,2026-02-03 20:02:18+00:00,667.0,1.56,1.45,1.47,1.0799999,224.99997,544.0,204.0,0.20142400146484374,False,REGULAR,USD,put,1.46,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.013698630136986314,675.0115799899535,-0.01193980035042336,0.0007780860234596318
SPY260210P00668000,2026-02-03 20:03:14+00:00,668.0,1.7,1.57,1.58,1.2800001,304.76196,1535.0,152.0,0.19965399963378905,False,REGULAR,USD,put,1.5750000000000002,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.006349206349206354,675.0115799899535,-0.010441672729401356,0.0007644713342147486
SPY260210P00669000,2026-02-03 20:01:10+00:00,669.0,1.68,1.7,1.72,1.2199999,265.21735,716.0,417.0,0.19873848144531248,False,REGULAR,USD,put,1.71,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.01169590643274855,675.0115799899535,-0.008945786137818636,0.0007574764056173197
SPY260210P00670000,2026-02-03 20:13:56+00:00,670.0,1.88,1.83,1.84,1.3199999,235.71426,1238.0,409.0,0.19672434143066403,False,REGULAR,USD,put,1.835,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.005449591280653956,675.0115799899535,-0.007452133881035234,0.0007422007276145187
SPY260210P00671000,2026-02-03 20:12:46+00:00,671.0,1.99,1.95,1.97,1.36,215.87302,741.0,234.0,0.1947102014160156,False,REGULAR,USD,put,1.96,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.01020408163265307,675.0115799899535,-0.005960709294365189,0.0007270806513650893
SPY260210P00672000,2026-02-03 20:01:02+00:00,672.0,2.1,2.12,2.14,1.3499999,179.99998,734.0,272.0,0.19385571777343752,False,REGULAR,USD,put,2.13,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.009389671361502356,675.0115799899535,-0.004471505742897443,0.0007207130827237881
SPY260210P00673000,2026-02-03 20:00:00+00:00,673.0,2.31,2.27,2.29,1.5699999,212.16216,948.0,226.0,0.19184157775878907,False,REGULAR,USD,put,2.2800000000000002,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.00877192982456141,675.0115799899535,-0.0029845166213191858,0.0007058146210927963
SPY260210P00674000,2026-02-03 19:48:09+00:00,674.0,2.91,2.45,2.47,2.0800002,250.60245,674.0,368.0,0.19043778320312502,False,REGULAR,USD,put,2.46,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.008130081300813016,675.0115799899535,-0.0014997353537399604,0.0006955228627376524
SPY260210P00675000,2026-02-03 20:15:05+00:00,675.0,2.58,2.61,2.63,1.74,207.14288,755.0,573.0,0.18805743591308594,False,REGULAR,USD,put,2.62,2026-02-10,7,0.019178082191780823,688.6099853515625,0.03,1.07,0.007633587786259549,675.0115799899535,-1.7155393517175125e-05,0.0006782443682614548
SPY260211C00680000,2026-02-03 20:05:42+00:00,680.0,11.39,11.68,11.85,-7.04,-38.19859,15.0,11.0,0.15546498840332032,True,REGULAR,USD,call,11.765,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.014449638759031018,673.0909967963673,0.010212266972598612,0.000529739454668373
SPY260211C00681000,2026-02-03 20:10:15+00:00,681.0,11.06,10.86,11.05,-4.3999996,-28.46054,3.0,32.0,0.15241326110839848,True,REGULAR,USD,call,10.955,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.017343678685531837,673.0909967963673,0.011681774951958641,0.0005091463487495201
SPY260211C00682000,2026-02-03 19:49:17+00:00,682.0,9.82,10.29,10.42,-3.0900002,-23.934935,150.0,24.0,0.1532677447509766,True,REGULAR,USD,call,10.355,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.012554321583776028,673.0909967963673,0.01314912664590842,0.0005148712675298743
SPY260211C00683000,2026-02-03 20:10:34+00:00,683.0,9.63,9.47,9.51,-2.71,-21.961102,490.0,101.0,0.14658446197509767,True,REGULAR,USD,call,9.49,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.0042149631190726185,673.0909967963673,0.014614328373236209,0.00047094804367186534
SPY260211C00684000,2026-02-03 20:07:43+00:00,684.0,8.85,8.82,8.86,-5.37,-37.763714,191.0,65.0,0.14594359924316402,True,REGULAR,USD,call,8.84,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.0045248868778279576,673.0909967963673,0.01607738642499665,0.00046683910487779214
SPY260211C00685000,2026-02-03 20:14:23+00:00,685.0,8.25,8.22,8.26,-2.8500004,-25.675678,368.0,121.0,0.1459130819702148,True,REGULAR,USD,call,8.24,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.004854368932038731,673.0909967963673,0.017538307064671528,0.0004666438901928027
SPY260211C00686000,2026-02-03 20:15:41+00:00,686.0,7.56,7.55,7.59,-5.72,-43.07229,605.0,208.0,0.14365480377197265,True,REGULAR,USD,call,7.57,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.0052840158520475605,673.0909967963673,0.018997096528331505,0.0004523112908879774
SPY260211C00687000,2026-02-03 20:07:07+00:00,687.0,6.91,6.98,7.01,-5.0200005,-42.078796,896.0,168.0,0.14295290649414064,True,REGULAR,USD,call,6.995,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.004288777698355877,673.0909967963673,0.020453761024795666,0.0004479021035643291
SPY260211C00688000,2026-02-03 20:10:18+00:00,688.0,6.44,6.37,6.4,-5.1600003,-44.48276,561.0,492.0,0.14099980102539064,True,REGULAR,USD,call,6.385,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.004698512137823062,673.0909967963673,0.021908306735789817,0.0004357467153797206
SPY260211C00689000,2026-02-03 20:13:00+00:00,689.0,5.68,5.8,5.83,-4.4600005,-43.984226,994.0,550.0,0.13935186828613283,False,REGULAR,USD,call,5.8149999999999995,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.005159071367153955,673.0909967963673,0.02336073981610477,0.00042562067276352244
SPY260211C00690000,2026-02-03 20:15:05+00:00,690.0,5.29,5.19,5.21,-4.17,-44.080338,970.0,1334.0,0.13593393371582033,False,REGULAR,USD,call,5.2,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.003846153846153764,673.0909967963673,0.02481106639375131,0.000404998012831935
SPY260211C00691000,2026-02-03 20:00:12+00:00,691.0,4.84,4.69,4.71,-3.8400002,-44.23963,504.0,390.0,0.13462169097900395,False,REGULAR,USD,call,4.7,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.004255319148936079,673.0909967963673,0.026259292570116187,0.0003972164313873191
SPY260211C00692000,2026-02-03 20:15:27+00:00,692.0,4.22,4.2,4.22,-3.7600002,-47.117798,1240.0,723.0,0.13291272369384766,False,REGULAR,USD,call,4.21,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.004750593824227927,673.0909967963673,0.0277054244201159,0.00038719544371982673
SPY260211C00693000,2026-02-03 20:14:26+00:00,693.0,3.8,3.73,3.75,-3.39,-47.14882,796.0,400.0,0.13099013549804686,False,REGULAR,USD,call,3.74,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.0053475935828877046,673.0909967963673,0.029149467992349395,0.0003760748624174614
SPY260211C00694000,2026-02-03 20:04:10+00:00,694.0,3.28,3.24,3.27,-3.8799999,-54.189945,1111.0,718.0,0.12806047729492187,False,REGULAR,USD,call,3.255,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.009216589861751093,673.0909967963673,0.030591429309250708,0.00035944078564390577
SPY260211C00695000,2026-02-03 19:51:31+00:00,695.0,2.81,2.84,2.87,-3.2400002,-53.553722,752.0,690.0,0.1263515100097656,False,REGULAR,USD,call,2.855,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.010507880910683099,673.0909967963673,0.032031314367238384,0.0003499113223396799
SPY260211C00696000,2026-02-03 20:12:55+00:00,696.0,2.45,2.48,2.5,-3.05,-55.454544,1194.0,417.0,0.12458150817871094,False,REGULAR,USD,call,2.49,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.008032128514056231,673.0909967963673,0.03346912913686594,0.00034017648613878844
SPY260211C00697000,2026-02-03 19:53:15+00:00,697.0,2.24,2.14,2.16,-2.4399998,-52.13675,1225.0,869.0,0.12287254089355469,False,REGULAR,USD,call,2.1500000000000004,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.009302325581395356,673.0909967963673,0.034904879562970226,0.0003309076450550854
SPY260211C00698000,2026-02-03 20:09:46+00:00,698.0,1.84,1.85,1.87,-2.3999996,-56.60377,671.0,274.0,0.12171288452148438,False,REGULAR,USD,call,1.86,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.01075268817204302,673.0909967963673,0.03633857156481864,0.0003246909864885522
SPY260211C00699000,2026-02-03 20:10:06+00:00,699.0,1.57,1.52,1.54,-2.2599998,-59.007828,2127.0,237.0,0.11841701904296875,False,REGULAR,USD,call,1.53,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.013071895424836612,673.0909967963673,0.037770211036256475,0.0003073444471018701
SPY260211C00700000,2026-02-03 20:15:47+00:00,700.0,1.27,1.27,1.29,-1.9100001,-60.062897,1061.0,827.0,0.11658598266601564,False,REGULAR,USD,call,1.28,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.015625000000000014,673.0909967963673,0.039199803845850936,0.00029791323516055885
SPY260211C00701000,2026-02-03 19:59:55+00:00,701.0,1.08,1.04,1.06,-1.6899999,-61.01083,530.0,413.0,0.11451080810546876,False,REGULAR,USD,call,1.05,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.019047619047619063,673.0909967963673,0.040627355837036395,0.00028740219557189025
SPY260211C00702000,2026-02-03 20:11:22+00:00,702.0,0.85,0.83,0.84,-1.4699999,-63.362064,637.0,1637.0,0.11158114990234375,False,REGULAR,USD,call,0.835,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.011976047904191628,673.0909967963673,0.04205287282825747,0.0002728844496116012
SPY260211C00703000,2026-02-03 20:02:04+00:00,703.0,0.66,0.68,0.7,-1.4199998,-68.269226,519.0,1551.0,0.11090976989746093,False,REGULAR,USD,call,0.69,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.02898550724637668,673.0909967963673,0.04347636061311108,0.00026961045608126535
SPY260211C00704000,2026-02-03 19:41:03+00:00,704.0,0.59,0.53,0.54,-1.0899999,-64.88095,462.0,514.0,0.10822424987792968,False,REGULAR,USD,call,0.535,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.018691588785046745,673.0909967963673,0.04489782496048862,0.0002567120714880124
SPY260211C00705000,2026-02-03 19:50:09+00:00,705.0,0.42,0.4,0.41,-0.97,-69.78417,1222.0,1356.0,0.10572183349609374,False,REGULAR,USD,call,0.405,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.024691358024691242,673.0909967963673,0.04631727161471492,0.000244977667458099
SPY260211C00706000,2026-02-03 19:49:11+00:00,706.0,0.33,0.32,0.33,-0.77,-70.0,1148.0,502.0,0.10511148803710937,False,REGULAR,USD,call,0.325,2026-02-11,8,0.021917808219178082,688.6099853515625,0.03,1.07,0.030769230769230795,673.0909967963673,0.047734706295688385,0.00024215725846302218
